,CUID,Species,Year,LGL counts,NuSEDS counts by CU,Total run
4598,573,Lake Sockeye,1989,3600,1800,4529
4714,573,Lake Sockeye,1990,60,30,79
4830,573,Lake Sockeye,1991,7000,3500,8847
4946,573,Lake Sockeye,1992,5000,2500,7897
5062,573,Lake Sockeye,1993,1000,500,1473
5178,573,Lake Sockeye,1994,2400,1200,3137
5294,573,Lake Sockeye,1995,NA,NA,NA
5410,573,Lake Sockeye,1996,NA,NA,NA
5526,573,Lake Sockeye,1997,5000,2500,8818
5642,573,Lake Sockeye,1998,1400,700,1672
5758,573,Lake Sockeye,1999,8000,4000,9667
5874,573,Lake Sockeye,2000,6000,3000,8272
5990,573,Lake Sockeye,2001,8000,4000,9088
6106,573,Lake Sockeye,2002,NA,NA,NA
6222,573,Lake Sockeye,2003,7000,3500,8060
6338,573,Lake Sockeye,2004,6000,3000,6924
6454,573,Lake Sockeye,2005,NA,NA,NA
6570,573,Lake Sockeye,2006,10200,5100,12462
6686,573,Lake Sockeye,2007,3200,1600,3534
6802,573,Lake Sockeye,2008,NA,NA,NA
6918,573,Lake Sockeye,2009,NA,NA,NA
7034,573,Lake Sockeye,2010,NA,NA,NA
7150,573,Lake Sockeye,2011,NA,NA,NA
7266,573,Lake Sockeye,2012,5600,2800,6143
7382,573,Lake Sockeye,2013,1420,710,1468
7498,573,Lake Sockeye,2014,NA,NA,NA
7614,573,Lake Sockeye,2015,4700,2350,4960
7730,573,Lake Sockeye,2016,1630,815,1795
7846,573,Lake Sockeye,2017,3000,1500,3034
7962,573,Lake Sockeye,2018,NA,370,NA
8078,573,Lake Sockeye,2019,NA,NA,NA
75,574,Lake Sockeye,1950,NA,NA,NA
191,574,Lake Sockeye,1951,NA,NA,NA
307,574,Lake Sockeye,1952,NA,NA,NA
423,574,Lake Sockeye,1953,NA,NA,NA
539,574,Lake Sockeye,1954,NA,NA,NA
655,574,Lake Sockeye,1955,NA,NA,NA
771,574,Lake Sockeye,1956,NA,NA,NA
887,574,Lake Sockeye,1957,NA,NA,NA
1003,574,Lake Sockeye,1958,NA,NA,NA
1119,574,Lake Sockeye,1959,NA,NA,NA
1235,574,Lake Sockeye,1960,NA,NA,NA
1351,574,Lake Sockeye,1961,NA,NA,NA
1467,574,Lake Sockeye,1962,NA,NA,NA
1583,574,Lake Sockeye,1963,NA,NA,NA
1699,574,Lake Sockeye,1964,NA,NA,NA
1815,574,Lake Sockeye,1965,NA,NA,NA
1931,574,Lake Sockeye,1966,NA,NA,NA
2047,574,Lake Sockeye,1967,NA,NA,NA
2163,574,Lake Sockeye,1968,NA,NA,NA
2279,574,Lake Sockeye,1969,NA,NA,NA
2395,574,Lake Sockeye,1970,NA,NA,NA
2511,574,Lake Sockeye,1971,NA,NA,NA
2627,574,Lake Sockeye,1972,NA,NA,NA
2743,574,Lake Sockeye,1973,NA,NA,NA
2859,574,Lake Sockeye,1974,NA,NA,NA
2975,574,Lake Sockeye,1975,NA,NA,NA
3091,574,Lake Sockeye,1976,NA,NA,NA
3207,574,Lake Sockeye,1977,NA,NA,NA
3323,574,Lake Sockeye,1978,NA,NA,NA
3439,574,Lake Sockeye,1979,NA,NA,NA
3555,574,Lake Sockeye,1980,NA,NA,NA
3671,574,Lake Sockeye,1981,NA,NA,NA
3787,574,Lake Sockeye,1982,NA,NA,NA
3903,574,Lake Sockeye,1983,NA,NA,NA
4019,574,Lake Sockeye,1984,NA,NA,NA
4135,574,Lake Sockeye,1985,NA,NA,NA
4251,574,Lake Sockeye,1986,NA,NA,NA
4367,574,Lake Sockeye,1987,NA,NA,NA
4483,574,Lake Sockeye,1988,NA,NA,NA
4599,574,Lake Sockeye,1989,NA,1,NA
4715,574,Lake Sockeye,1990,NA,1,NA
4831,574,Lake Sockeye,1991,NA,3,NA
4947,574,Lake Sockeye,1992,NA,NA,NA
5063,574,Lake Sockeye,1993,NA,4,NA
5179,574,Lake Sockeye,1994,NA,NA,NA
5295,574,Lake Sockeye,1995,NA,NA,NA
5411,574,Lake Sockeye,1996,NA,NA,NA
5527,574,Lake Sockeye,1997,NA,NA,NA
5643,574,Lake Sockeye,1998,NA,NA,NA
5759,574,Lake Sockeye,1999,NA,NA,NA
5875,574,Lake Sockeye,2000,NA,NA,NA
5991,574,Lake Sockeye,2001,NA,NA,NA
6107,574,Lake Sockeye,2002,NA,NA,NA
6223,574,Lake Sockeye,2003,NA,NA,NA
6339,574,Lake Sockeye,2004,NA,NA,NA
6455,574,Lake Sockeye,2005,NA,NA,NA
6571,574,Lake Sockeye,2006,NA,NA,NA
6687,574,Lake Sockeye,2007,NA,NA,NA
6803,574,Lake Sockeye,2008,NA,NA,NA
6919,574,Lake Sockeye,2009,NA,NA,NA
7035,574,Lake Sockeye,2010,NA,NA,NA
7151,574,Lake Sockeye,2011,NA,NA,NA
7267,574,Lake Sockeye,2012,NA,NA,NA
7383,574,Lake Sockeye,2013,NA,NA,NA
7499,574,Lake Sockeye,2014,NA,NA,NA
7615,574,Lake Sockeye,2015,NA,NA,NA
7731,574,Lake Sockeye,2016,NA,NA,NA
7847,574,Lake Sockeye,2017,NA,NA,NA
7963,574,Lake Sockeye,2018,NA,NA,NA
8079,574,Lake Sockeye,2019,NA,NA,NA
76,575,Lake Sockeye,1950,NA,15000,NA
192,575,Lake Sockeye,1951,NA,6000,NA
308,575,Lake Sockeye,1952,NA,NA,NA
424,575,Lake Sockeye,1953,NA,3500,NA
540,575,Lake Sockeye,1954,7000,3500,11671
656,575,Lake Sockeye,1955,7000,3500,17452
772,575,Lake Sockeye,1956,3000,1500,8644
888,575,Lake Sockeye,1957,1500,750,2343
1004,575,Lake Sockeye,1958,3000,1500,8278
1120,575,Lake Sockeye,1959,15000,7500,24112
1236,575,Lake Sockeye,1960,7000,3500,13156
1352,575,Lake Sockeye,1961,1500,750,2241
1468,575,Lake Sockeye,1962,7000,3500,9263
1584,575,Lake Sockeye,1963,15000,7500,16510
1700,575,Lake Sockeye,1964,7000,3500,13750
1816,575,Lake Sockeye,1965,NA,NA,NA
1932,575,Lake Sockeye,1966,20000,10000,33042
2048,575,Lake Sockeye,1967,15000,7500,21835
2164,575,Lake Sockeye,1968,7000,3500,11256
2280,575,Lake Sockeye,1969,NA,NA,NA
2396,575,Lake Sockeye,1970,1500,750,4024
2512,575,Lake Sockeye,1971,400,200,627
2628,575,Lake Sockeye,1972,50,25,356
2744,575,Lake Sockeye,1973,NA,NA,NA
2860,575,Lake Sockeye,1974,2000,1000,3556
2976,575,Lake Sockeye,1975,2000,1000,2971
3092,575,Lake Sockeye,1976,2000,1000,3268
3208,575,Lake Sockeye,1977,1000,500,1541
3324,575,Lake Sockeye,1978,1000,500,3711
3440,575,Lake Sockeye,1979,2000,1000,7975
3556,575,Lake Sockeye,1980,2000,1000,5450
3672,575,Lake Sockeye,1981,2000,1000,9909
3788,575,Lake Sockeye,1982,3000,1500,6334
3904,575,Lake Sockeye,1983,1000,500,2521
4020,575,Lake Sockeye,1984,1000,500,1199
4136,575,Lake Sockeye,1985,1000,500,1913
4252,575,Lake Sockeye,1986,2400,1200,4464
4368,575,Lake Sockeye,1987,2000,1000,3694
4484,575,Lake Sockeye,1988,1600,800,4453
4600,575,Lake Sockeye,1989,3000,1500,3231
4716,575,Lake Sockeye,1990,700,350,1913
4832,575,Lake Sockeye,1991,1600,800,2187
4948,575,Lake Sockeye,1992,2400,1200,3335
5064,575,Lake Sockeye,1993,3600,1800,4020
5180,575,Lake Sockeye,1994,1300,650,1749
5296,575,Lake Sockeye,1995,2000,1000,2455
5412,575,Lake Sockeye,1996,1600,800,2037
5528,575,Lake Sockeye,1997,500,250,578
5644,575,Lake Sockeye,1998,3200,1600,4852
5760,575,Lake Sockeye,1999,NA,NA,NA
5876,575,Lake Sockeye,2000,4000,2000,5983
5992,575,Lake Sockeye,2001,3600,1800,5650
6108,575,Lake Sockeye,2002,5000,2500,7113
6224,575,Lake Sockeye,2003,NA,NA,NA
6340,575,Lake Sockeye,2004,3000,1500,3318
6456,575,Lake Sockeye,2005,3000,1500,5446
6572,575,Lake Sockeye,2006,NA,NA,NA
6688,575,Lake Sockeye,2007,NA,NA,NA
6804,575,Lake Sockeye,2008,4000,2000,4031
6920,575,Lake Sockeye,2009,NA,NA,NA
7036,575,Lake Sockeye,2010,NA,NA,NA
7152,575,Lake Sockeye,2011,3200,1600,4272
7268,575,Lake Sockeye,2012,5200,2600,5200
7384,575,Lake Sockeye,2013,NA,NA,NA
7500,575,Lake Sockeye,2014,NA,NA,NA
7616,575,Lake Sockeye,2015,NA,NA,NA
7732,575,Lake Sockeye,2016,NA,NA,NA
7848,575,Lake Sockeye,2017,NA,NA,NA
7964,575,Lake Sockeye,2018,NA,NA,NA
8080,575,Lake Sockeye,2019,NA,NA,NA
77,576,Lake Sockeye,1950,NA,750,NA
193,576,Lake Sockeye,1951,NA,750,NA
309,576,Lake Sockeye,1952,NA,1500,NA
425,576,Lake Sockeye,1953,NA,1500,NA
541,576,Lake Sockeye,1954,NA,1500,NA
657,576,Lake Sockeye,1955,NA,1500,NA
773,576,Lake Sockeye,1956,NA,3500,NA
889,576,Lake Sockeye,1957,NA,3500,NA
1005,576,Lake Sockeye,1958,NA,3500,NA
1121,576,Lake Sockeye,1959,NA,NA,NA
1237,576,Lake Sockeye,1960,NA,750,NA
1353,576,Lake Sockeye,1961,NA,1500,NA
1469,576,Lake Sockeye,1962,NA,1500,NA
1585,576,Lake Sockeye,1963,NA,750,NA
1701,576,Lake Sockeye,1964,NA,1500,NA
1817,576,Lake Sockeye,1965,NA,1500,NA
1933,576,Lake Sockeye,1966,NA,1500,NA
2049,576,Lake Sockeye,1967,NA,1500,NA
2165,576,Lake Sockeye,1968,NA,400,NA
2281,576,Lake Sockeye,1969,NA,750,NA
2397,576,Lake Sockeye,1970,NA,750,NA
2513,576,Lake Sockeye,1971,NA,200,NA
2629,576,Lake Sockeye,1972,NA,NA,NA
2745,576,Lake Sockeye,1973,NA,750,NA
2861,576,Lake Sockeye,1974,NA,NA,NA
2977,576,Lake Sockeye,1975,NA,NA,NA
3093,576,Lake Sockeye,1976,NA,NA,NA
3209,576,Lake Sockeye,1977,NA,200,NA
3325,576,Lake Sockeye,1978,NA,1000,NA
3441,576,Lake Sockeye,1979,NA,150,NA
3557,576,Lake Sockeye,1980,NA,NA,NA
3673,576,Lake Sockeye,1981,NA,NA,NA
3789,576,Lake Sockeye,1982,NA,NA,NA
3905,576,Lake Sockeye,1983,NA,NA,NA
4021,576,Lake Sockeye,1984,NA,NA,NA
4137,576,Lake Sockeye,1985,NA,NA,NA
4253,576,Lake Sockeye,1986,NA,NA,NA
4369,576,Lake Sockeye,1987,NA,NA,NA
4485,576,Lake Sockeye,1988,NA,NA,NA
4601,576,Lake Sockeye,1989,NA,NA,NA
4717,576,Lake Sockeye,1990,NA,NA,NA
4833,576,Lake Sockeye,1991,NA,200,NA
4949,576,Lake Sockeye,1992,NA,25,NA
5065,576,Lake Sockeye,1993,NA,NA,NA
5181,576,Lake Sockeye,1994,NA,NA,NA
5297,576,Lake Sockeye,1995,NA,NA,NA
5413,576,Lake Sockeye,1996,NA,NA,NA
5529,576,Lake Sockeye,1997,NA,NA,NA
5645,576,Lake Sockeye,1998,NA,NA,NA
5761,576,Lake Sockeye,1999,NA,NA,NA
5877,576,Lake Sockeye,2000,NA,NA,NA
5993,576,Lake Sockeye,2001,NA,NA,NA
6109,576,Lake Sockeye,2002,NA,NA,NA
6225,576,Lake Sockeye,2003,NA,NA,NA
6341,576,Lake Sockeye,2004,NA,NA,NA
6457,576,Lake Sockeye,2005,NA,NA,NA
6573,576,Lake Sockeye,2006,NA,NA,NA
6689,576,Lake Sockeye,2007,NA,NA,NA
6805,576,Lake Sockeye,2008,NA,NA,NA
6921,576,Lake Sockeye,2009,NA,NA,NA
7037,576,Lake Sockeye,2010,NA,NA,NA
7153,576,Lake Sockeye,2011,NA,NA,NA
7269,576,Lake Sockeye,2012,NA,NA,NA
7385,576,Lake Sockeye,2013,NA,NA,NA
7501,576,Lake Sockeye,2014,NA,NA,NA
7617,576,Lake Sockeye,2015,NA,NA,NA
7733,576,Lake Sockeye,2016,NA,NA,NA
7849,576,Lake Sockeye,2017,NA,NA,NA
7965,576,Lake Sockeye,2018,NA,NA,NA
8081,576,Lake Sockeye,2019,NA,NA,NA
78,577,Lake Sockeye,1950,NA,NA,NA
194,577,Lake Sockeye,1951,NA,NA,NA
310,577,Lake Sockeye,1952,NA,NA,NA
426,577,Lake Sockeye,1953,NA,NA,NA
542,577,Lake Sockeye,1954,NA,NA,NA
658,577,Lake Sockeye,1955,NA,NA,NA
774,577,Lake Sockeye,1956,NA,NA,NA
890,577,Lake Sockeye,1957,NA,NA,NA
1006,577,Lake Sockeye,1958,NA,NA,NA
1122,577,Lake Sockeye,1959,NA,NA,NA
1238,577,Lake Sockeye,1960,NA,NA,NA
1354,577,Lake Sockeye,1961,NA,NA,NA
1470,577,Lake Sockeye,1962,NA,NA,NA
1586,577,Lake Sockeye,1963,NA,NA,NA
1702,577,Lake Sockeye,1964,NA,NA,NA
1818,577,Lake Sockeye,1965,NA,NA,NA
1934,577,Lake Sockeye,1966,NA,NA,NA
2050,577,Lake Sockeye,1967,NA,NA,NA
2166,577,Lake Sockeye,1968,NA,NA,NA
2282,577,Lake Sockeye,1969,NA,300,NA
2398,577,Lake Sockeye,1970,NA,400,NA
2514,577,Lake Sockeye,1971,NA,200,NA
2630,577,Lake Sockeye,1972,NA,300,NA
2746,577,Lake Sockeye,1973,NA,6000,NA
2862,577,Lake Sockeye,1974,NA,1000,NA
2978,577,Lake Sockeye,1975,NA,500,NA
3094,577,Lake Sockeye,1976,NA,200,NA
3210,577,Lake Sockeye,1977,NA,NA,NA
3326,577,Lake Sockeye,1978,NA,1500,NA
3442,577,Lake Sockeye,1979,NA,500,NA
3558,577,Lake Sockeye,1980,NA,20,NA
3674,577,Lake Sockeye,1981,NA,400,NA
3790,577,Lake Sockeye,1982,NA,400,NA
3906,577,Lake Sockeye,1983,NA,400,NA
4022,577,Lake Sockeye,1984,NA,NA,NA
4138,577,Lake Sockeye,1985,NA,250,NA
4254,577,Lake Sockeye,1986,NA,400,NA
4370,577,Lake Sockeye,1987,NA,250,NA
4486,577,Lake Sockeye,1988,NA,NA,NA
4602,577,Lake Sockeye,1989,NA,NA,NA
4718,577,Lake Sockeye,1990,NA,NA,NA
4834,577,Lake Sockeye,1991,NA,20,NA
4950,577,Lake Sockeye,1992,NA,NA,NA
5066,577,Lake Sockeye,1993,NA,NA,NA
5182,577,Lake Sockeye,1994,NA,NA,NA
5298,577,Lake Sockeye,1995,NA,NA,NA
5414,577,Lake Sockeye,1996,NA,NA,NA
5530,577,Lake Sockeye,1997,NA,NA,NA
5646,577,Lake Sockeye,1998,NA,NA,NA
5762,577,Lake Sockeye,1999,NA,NA,NA
5878,577,Lake Sockeye,2000,NA,NA,NA
5994,577,Lake Sockeye,2001,NA,NA,NA
6110,577,Lake Sockeye,2002,NA,NA,NA
6226,577,Lake Sockeye,2003,NA,NA,NA
6342,577,Lake Sockeye,2004,NA,NA,NA
6458,577,Lake Sockeye,2005,NA,NA,NA
6574,577,Lake Sockeye,2006,NA,NA,NA
6690,577,Lake Sockeye,2007,NA,NA,NA
6806,577,Lake Sockeye,2008,NA,NA,NA
6922,577,Lake Sockeye,2009,NA,NA,NA
7038,577,Lake Sockeye,2010,NA,NA,NA
7154,577,Lake Sockeye,2011,NA,NA,NA
7270,577,Lake Sockeye,2012,NA,NA,NA
7386,577,Lake Sockeye,2013,NA,NA,NA
7502,577,Lake Sockeye,2014,NA,NA,NA
7618,577,Lake Sockeye,2015,NA,NA,NA
7734,577,Lake Sockeye,2016,NA,NA,NA
7850,577,Lake Sockeye,2017,NA,NA,NA
7966,577,Lake Sockeye,2018,NA,NA,NA
8082,577,Lake Sockeye,2019,NA,NA,NA
79,578,Lake Sockeye,1950,NA,NA,NA
195,578,Lake Sockeye,1951,NA,750,NA
311,578,Lake Sockeye,1952,NA,500,NA
427,578,Lake Sockeye,1953,NA,750,NA
543,578,Lake Sockeye,1954,NA,3500,NA
659,578,Lake Sockeye,1955,NA,1500,NA
775,578,Lake Sockeye,1956,NA,3500,NA
891,578,Lake Sockeye,1957,NA,3500,NA
1007,578,Lake Sockeye,1958,NA,750,NA
1123,578,Lake Sockeye,1959,NA,15000,NA
1239,578,Lake Sockeye,1960,2400,1200,2879
1355,578,Lake Sockeye,1961,15000,7500,17801
1471,578,Lake Sockeye,1962,7000,3500,8453
1587,578,Lake Sockeye,1963,30000,15000,33539
1703,578,Lake Sockeye,1964,12000,6000,14393
1819,578,Lake Sockeye,1965,15000,7500,17468
1935,578,Lake Sockeye,1966,70000,35000,87058
2051,578,Lake Sockeye,1967,7000,3500,8919
2167,578,Lake Sockeye,1968,15000,7500,18527
2283,578,Lake Sockeye,1969,7000,3500,8298
2399,578,Lake Sockeye,1970,7000,3500,8310
2515,578,Lake Sockeye,1971,7000,3500,8443
2631,578,Lake Sockeye,1972,11000,5500,13335
2747,578,Lake Sockeye,1973,11000,5500,13668
2863,578,Lake Sockeye,1974,18000,9000,22827
2979,578,Lake Sockeye,1975,70000,35000,80609
3095,578,Lake Sockeye,1976,NA,NA,NA
3211,578,Lake Sockeye,1977,6000,3000,7321
3327,578,Lake Sockeye,1978,6000,3000,7387
3443,578,Lake Sockeye,1979,2000,1000,2425
3559,578,Lake Sockeye,1980,4000,2000,4908
3675,578,Lake Sockeye,1981,2000,1000,2436
3791,578,Lake Sockeye,1982,4000,2000,4768
3907,578,Lake Sockeye,1983,6000,3000,6474
4023,578,Lake Sockeye,1984,7000,3500,8021
4139,578,Lake Sockeye,1985,16000,8000,20235
4255,578,Lake Sockeye,1986,7000,3500,8473
4371,578,Lake Sockeye,1987,6000,3000,6573
4487,578,Lake Sockeye,1988,7000,3500,10120
4603,578,Lake Sockeye,1989,7000,3500,8807
4719,578,Lake Sockeye,1990,3000,1500,3964
4835,578,Lake Sockeye,1991,4400,2200,5561
4951,578,Lake Sockeye,1992,2000,1000,3159
5067,578,Lake Sockeye,1993,12000,6000,17676
5183,578,Lake Sockeye,1994,NA,NA,NA
5299,578,Lake Sockeye,1995,5000,2500,6918
5415,578,Lake Sockeye,1996,8000,4000,11675
5531,578,Lake Sockeye,1997,10000,5000,17637
5647,578,Lake Sockeye,1998,NA,NA,NA
5763,578,Lake Sockeye,1999,1000,500,1208
5879,578,Lake Sockeye,2000,2000,1000,2757
5995,578,Lake Sockeye,2001,2000,1000,2272
6111,578,Lake Sockeye,2002,NA,NA,NA
6227,578,Lake Sockeye,2003,14000,7000,16120
6343,578,Lake Sockeye,2004,NA,NA,NA
6459,578,Lake Sockeye,2005,NA,NA,NA
6575,578,Lake Sockeye,2006,NA,NA,NA
6691,578,Lake Sockeye,2007,NA,NA,NA
6807,578,Lake Sockeye,2008,NA,NA,NA
6923,578,Lake Sockeye,2009,NA,NA,NA
7039,578,Lake Sockeye,2010,9000,4500,9850
7155,578,Lake Sockeye,2011,NA,NA,NA
7271,578,Lake Sockeye,2012,37000,18500,40585
7387,578,Lake Sockeye,2013,21000,10500,21711
7503,578,Lake Sockeye,2014,30000,15000,32547
7619,578,Lake Sockeye,2015,NA,NA,NA
7735,578,Lake Sockeye,2016,4000,2000,4404
7851,578,Lake Sockeye,2017,10920,5460,11043
7967,578,Lake Sockeye,2018,NA,650,NA
8083,578,Lake Sockeye,2019,NA,3310,NA
80,579,Lake Sockeye,1950,NA,1500,NA
196,579,Lake Sockeye,1951,NA,600,NA
312,579,Lake Sockeye,1952,NA,750,NA
428,579,Lake Sockeye,1953,NA,750,NA
544,579,Lake Sockeye,1954,3000,1500,4553
660,579,Lake Sockeye,1955,1500,750,2457
776,579,Lake Sockeye,1956,1500,750,2616
892,579,Lake Sockeye,1957,3000,1500,3855
1008,579,Lake Sockeye,1958,7000,3500,12367
1124,579,Lake Sockeye,1959,1500,750,1748
1240,579,Lake Sockeye,1960,1500,750,2830
1356,579,Lake Sockeye,1961,800,400,1450
1472,579,Lake Sockeye,1962,7000,3500,12742
1588,579,Lake Sockeye,1963,800,400,1452
1704,579,Lake Sockeye,1964,1500,750,2987
1820,579,Lake Sockeye,1965,1500,750,8047
1936,579,Lake Sockeye,1966,44000,22000,69579
2052,579,Lake Sockeye,1967,7000,3500,13565
2168,579,Lake Sockeye,1968,3000,1500,7931
2284,579,Lake Sockeye,1969,2000,1000,3222
2400,579,Lake Sockeye,1970,2000,1000,7717
2516,579,Lake Sockeye,1971,4000,2000,8449
2632,579,Lake Sockeye,1972,4000,2000,18147
2748,579,Lake Sockeye,1973,3000,1500,7833
2864,579,Lake Sockeye,1974,1600,800,10539
2980,579,Lake Sockeye,1975,1200,600,3536
3096,579,Lake Sockeye,1976,400,200,2386
3212,579,Lake Sockeye,1977,2000,1000,8475
3328,579,Lake Sockeye,1978,2400,1200,7790
3444,579,Lake Sockeye,1979,400,200,2471
3560,579,Lake Sockeye,1980,200,100,1648
3676,579,Lake Sockeye,1981,1000,500,14615
3792,579,Lake Sockeye,1982,NA,NA,NA
3908,579,Lake Sockeye,1983,NA,NA,NA
4024,579,Lake Sockeye,1984,390,195,1327
4140,579,Lake Sockeye,1985,96,48,189
4256,579,Lake Sockeye,1986,496,248,2032
4372,579,Lake Sockeye,1987,140,70,577
4488,579,Lake Sockeye,1988,300,150,340
4604,579,Lake Sockeye,1989,300,150,458
4720,579,Lake Sockeye,1990,NA,NA,NA
4836,579,Lake Sockeye,1991,66,33,225
4952,579,Lake Sockeye,1992,160,80,339
5068,579,Lake Sockeye,1993,210,105,435
5184,579,Lake Sockeye,1994,360,180,903
5300,579,Lake Sockeye,1995,200,100,340
5416,579,Lake Sockeye,1996,550,275,575
5532,579,Lake Sockeye,1997,1000,500,1106
5648,579,Lake Sockeye,1998,100,50,101
5764,579,Lake Sockeye,1999,500,250,1424
5880,579,Lake Sockeye,2000,1200,600,1201
5996,579,Lake Sockeye,2001,100,50,103
6112,579,Lake Sockeye,2002,400,200,407
6228,579,Lake Sockeye,2003,NA,NA,NA
6344,579,Lake Sockeye,2004,NA,NA,NA
6460,579,Lake Sockeye,2005,NA,NA,NA
6576,579,Lake Sockeye,2006,340,170,340
6692,579,Lake Sockeye,2007,NA,NA,NA
6808,579,Lake Sockeye,2008,360,180,360
6924,579,Lake Sockeye,2009,900,450,901
7040,579,Lake Sockeye,2010,266,133,266
7156,579,Lake Sockeye,2011,NA,NA,NA
7272,579,Lake Sockeye,2012,720,360,720
7388,579,Lake Sockeye,2013,NA,NA,NA
7504,579,Lake Sockeye,2014,NA,NA,NA
7620,579,Lake Sockeye,2015,280,140,281
7736,579,Lake Sockeye,2016,NA,NA,NA
7852,579,Lake Sockeye,2017,NA,NA,NA
7968,579,Lake Sockeye,2018,NA,330,NA
8084,579,Lake Sockeye,2019,NA,NA,NA
81,580,Lake Sockeye,1950,NA,NA,NA
197,580,Lake Sockeye,1951,NA,NA,NA
313,580,Lake Sockeye,1952,NA,NA,NA
429,580,Lake Sockeye,1953,NA,NA,NA
545,580,Lake Sockeye,1954,NA,NA,NA
661,580,Lake Sockeye,1955,NA,NA,NA
777,580,Lake Sockeye,1956,NA,NA,NA
893,580,Lake Sockeye,1957,NA,3500,NA
1009,580,Lake Sockeye,1958,NA,750,NA
1125,580,Lake Sockeye,1959,NA,400,NA
1241,580,Lake Sockeye,1960,NA,400,NA
1357,580,Lake Sockeye,1961,NA,400,NA
1473,580,Lake Sockeye,1962,NA,750,NA
1589,580,Lake Sockeye,1963,NA,NA,NA
1705,580,Lake Sockeye,1964,NA,25,NA
1821,580,Lake Sockeye,1965,NA,NA,NA
1937,580,Lake Sockeye,1966,NA,NA,NA
2053,580,Lake Sockeye,1967,NA,400,NA
2169,580,Lake Sockeye,1968,NA,NA,NA
2285,580,Lake Sockeye,1969,NA,NA,NA
2401,580,Lake Sockeye,1970,NA,200,NA
2517,580,Lake Sockeye,1971,NA,200,NA
2633,580,Lake Sockeye,1972,NA,200,NA
2749,580,Lake Sockeye,1973,NA,NA,NA
2865,580,Lake Sockeye,1974,NA,250,NA
2981,580,Lake Sockeye,1975,NA,NA,NA
3097,580,Lake Sockeye,1976,NA,400,NA
3213,580,Lake Sockeye,1977,NA,300,NA
3329,580,Lake Sockeye,1978,NA,200,NA
3445,580,Lake Sockeye,1979,NA,75,NA
3561,580,Lake Sockeye,1980,NA,NA,NA
3677,580,Lake Sockeye,1981,NA,50,NA
3793,580,Lake Sockeye,1982,NA,200,NA
3909,580,Lake Sockeye,1983,NA,NA,NA
4025,580,Lake Sockeye,1984,NA,NA,NA
4141,580,Lake Sockeye,1985,NA,NA,NA
4257,580,Lake Sockeye,1986,NA,NA,NA
4373,580,Lake Sockeye,1987,NA,NA,NA
4489,580,Lake Sockeye,1988,NA,NA,NA
4605,580,Lake Sockeye,1989,NA,NA,NA
4721,580,Lake Sockeye,1990,NA,NA,NA
4837,580,Lake Sockeye,1991,NA,NA,NA
4953,580,Lake Sockeye,1992,NA,NA,NA
5069,580,Lake Sockeye,1993,NA,NA,NA
5185,580,Lake Sockeye,1994,NA,NA,NA
5301,580,Lake Sockeye,1995,NA,NA,NA
5417,580,Lake Sockeye,1996,NA,NA,NA
5533,580,Lake Sockeye,1997,NA,NA,NA
5649,580,Lake Sockeye,1998,NA,NA,NA
5765,580,Lake Sockeye,1999,NA,NA,NA
5881,580,Lake Sockeye,2000,NA,NA,NA
5997,580,Lake Sockeye,2001,NA,NA,NA
6113,580,Lake Sockeye,2002,NA,NA,NA
6229,580,Lake Sockeye,2003,NA,NA,NA
6345,580,Lake Sockeye,2004,NA,NA,NA
6461,580,Lake Sockeye,2005,NA,NA,NA
6577,580,Lake Sockeye,2006,NA,NA,NA
6693,580,Lake Sockeye,2007,NA,NA,NA
6809,580,Lake Sockeye,2008,NA,NA,NA
6925,580,Lake Sockeye,2009,NA,NA,NA
7041,580,Lake Sockeye,2010,NA,NA,NA
7157,580,Lake Sockeye,2011,NA,NA,NA
7273,580,Lake Sockeye,2012,NA,NA,NA
7389,580,Lake Sockeye,2013,NA,NA,NA
7505,580,Lake Sockeye,2014,NA,NA,NA
7621,580,Lake Sockeye,2015,NA,NA,NA
7737,580,Lake Sockeye,2016,NA,NA,NA
7853,580,Lake Sockeye,2017,NA,NA,NA
7969,580,Lake Sockeye,2018,NA,NA,NA
8085,580,Lake Sockeye,2019,NA,NA,NA
82,581,Lake Sockeye,1950,NA,200,NA
198,581,Lake Sockeye,1951,NA,75,NA
314,581,Lake Sockeye,1952,NA,500,NA
430,581,Lake Sockeye,1953,NA,550,NA
546,581,Lake Sockeye,1954,NA,700,NA
662,581,Lake Sockeye,1955,NA,400,NA
778,581,Lake Sockeye,1956,NA,400,NA
894,581,Lake Sockeye,1957,NA,300,NA
1010,581,Lake Sockeye,1958,NA,300,NA
1126,581,Lake Sockeye,1959,NA,400,NA
1242,581,Lake Sockeye,1960,NA,200,NA
1358,581,Lake Sockeye,1961,NA,300,NA
1474,581,Lake Sockeye,1962,NA,200,NA
1590,581,Lake Sockeye,1963,NA,600,NA
1706,581,Lake Sockeye,1964,NA,200,NA
1822,581,Lake Sockeye,1965,NA,NA,NA
1938,581,Lake Sockeye,1966,NA,400,NA
2054,581,Lake Sockeye,1967,NA,75,NA
2170,581,Lake Sockeye,1968,NA,200,NA
2286,581,Lake Sockeye,1969,NA,100,NA
2402,581,Lake Sockeye,1970,NA,250,NA
2518,581,Lake Sockeye,1971,NA,300,NA
2634,581,Lake Sockeye,1972,NA,200,NA
2750,581,Lake Sockeye,1973,NA,500,NA
2866,581,Lake Sockeye,1974,NA,200,NA
2982,581,Lake Sockeye,1975,NA,200,NA
